,imdbID,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,rating_cat,genres_code
58499,tt0251309,Nowheresville,Nowheresville,1998.0,96.0,Romance,7.8,25,high,20
115261,tt20412464,Superspreader,Superspreader: The Rise of #LetUsWorship,2022.0,75.0,Documentary,4.7,122,middle,7
167185,tt9434832,To the Unknown God,Al Dio ignoto,2020.0,121.0,Drama,6.8,5,high,8
13584,tt0040330,Eva,Eva,1948.0,98.0,Drama,6.5,429,middle,8
156554,tt6860772,Saving Mother,Xi yue qi tong,1984.0,55.0,Fantasy,7.6,19,high,10
15783,tt0044847,Loan Shark,Loan Shark,1952.0,80.0,Film-Noir,6.4,746,middle,11
83056,tt1091992,A French Gigolo,Cliente,2008.0,104.0,Romance,6.0,1159,middle,20
157412,tt7052244,Robin Hood: The Rebellion,Robin Hood: The Rebellion,2018.0,92.0,Adventure,3.3,3933,low,2
79596,tt1023346,True Adolescents,True Adolescents,2009.0,88.0,Drama,6.1,776,middle,8
69714,tt0421983,Choker,Choker,2005.0,93.0,Sci-Fi,2.8,380,low,21
124460,tt24226474,Jigarthanda Double X,Jigarthanda DoubleX,2023.0,172.0,Drama,8.1,7067,high,8
19513,tt0053286,Smiley Gets a Gun,Smiley Gets a Gun,1958.0,90.0,Drama,6.6,124,middle,8
136903,tt3625352,Summer of Blood,Summer of Blood,2014.0,86.0,Comedy,5.4,1218,middle,5
90520,tt12607910,Black Is King,Black Is King,2020.0,85.0,Drama,5.9,9389,middle,8
94704,tt1341737,Jim and the Infidels,Jim and the Infidels,2008.0,107.0,Comedy,4.8,18,middle,5
139129,tt3905042,"I, Kamikaze","I, Kamikaze",2014.0,75.0,Biography,5.6,12,middle,4
157187,tt6993614,Umami,Umami,2022.0,105.0,Drama,5.7,536,middle,8
150362,tt5769560,Insomnia Lover,Shi mian nan nu,2016.0,95.0,Drama,4.3,14,middle,8
64339,tt0329531,The Reckless Way,The Reckless Way,1936.0,59.0,Adventure,4.7,47,middle,2
38455,tt0101664,The Dark Wind,The Dark Wind,1991.0,111.0,Drama,5.5,766,middle,8
85401,tt11388392,We Are Here,Nahnou Houna,2012.0,52.0,Documentary,8.2,13,high,7
85355,tt1137994,3-Day Weekend,3-Day Weekend,2008.0,84.0,Drama,4.7,930,middle,8
138647,tt3836480,RWD,RWD,2015.0,80.0,Thriller,4.4,503,middle,24
33421,tt0087826,Observations Under the Volcano,Observations Under the Volcano,1984.0,82.0,Documentary,6.8,32,high,7
86430,tt11615706,Citizen Penn,Citizen Penn,2020.0,93.0,Documentary,6.3,112,middle,7
91438,tt12818328,Hundreds of Beavers,Hundreds of Beavers,2022.0,108.0,Comedy,7.9,261,high,5
35683,tt0094080,The Survivalist,The Survivalist,1987.0,93.0,Action,4.1,173,middle,0
97384,tt1405414,Six Days in Paradise,Six Days in Paradise,2010.0,93.81829253746335,Comedy,6.2,57,middle,5
5757,tt0025515,The Moonstone,The Moonstone,1934.0,62.0,Crime,5.0,335,middle,6
65935,tt0359950,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013.0,114.0,Comedy,7.3,336231,high,5
108338,tt1723659,Being Canadian,Being Canadian,2015.0,90.0,Comedy,6.3,980,middle,5
137079,tt3650796,Collision,Collision,2014.0,93.81829253746335,Thriller,6.5,10,middle,24
18179,tt0050306,Designing Woman,Designing Woman,1957.0,118.0,Comedy,6.7,5384,middle,5
150490,tt5786184,Zedd: True Colors,Zedd: True Colors,2016.0,88.0,Documentary,7.5,51,high,7
143531,tt4623690,In the Box,In the Box,2014.0,81.0,Thriller,4.8,34,middle,24
60225,tt0276052,Dead Man's Run,Dead Man's Run,2001.0,97.0,Thriller,5.8,39,middle,24
83379,tt1097643,Fifty Dead Men Walking,Fifty Dead Men Walking,2008.0,117.0,Drama,6.8,11549,high,8
143510,tt4621016,Ingrid Bergman: In Her Own Words,Jag är Ingrid,2015.0,114.0,Biography,7.4,2460,high,4
147156,tt5201142,Volt,Volt,2016.0,80.0,Drama,4.9,164,middle,8
137940,tt3748528,Rogue One: A Star Wars Story,Rogue One,2016.0,133.0,Action,7.8,677370,high,0
111397,tt1843081,10/10,10/10,2011.0,75.0,Drama,7.6,25,high,8
80698,tt1043906,Year at Danger,Year at Danger,2007.0,94.0,Documentary,8.8,27,high,7
156456,tt6846978,Escape: Puzzle of Fear,Escape: Puzzle of Fear,2020.0,83.0,Horror,3.5,494,middle,14
71674,tt0454931,Requiem,Requiem,2006.0,93.0,Horror,6.9,6109,high,14
101980,tt1517177,3,3,2010.0,119.0,Romance,6.7,5371,middle,20
89535,tt12354878,Accidental Luxuriance of the Translucent Watery Rebus,Slucajna raskos prozirnog vodenog rebusa,2020.0,81.0,Animation,6.1,260,middle,3
77748,tt0954937,Full Metal Village,Full Metal Village,2006.0,90.0,Documentary,7.1,1088,high,7
21763,tt0058213,"Hush...Hush, Sweet Charlotte","Hush...Hush, Sweet Charlotte",1964.0,133.0,Mystery,7.5,15802,high,17
151394,tt5927530,Black Lives Matter,Black Lives Matter,2016.0,108.0,Documentary,1.8,43,low,7
87997,tt11953228,Punch and Run,Ubal a zmiz,2021.0,99.0,Comedy,5.4,102,middle,5
164043,tt8594582,Father of Four - On the Sunny Side!,Far til fire i solen,2018.0,90.0,Family,3.4,169,middle,9
15967,tt0045183,Spartaco,Spartaco,1953.0,94.0,Adventure,5.9,162,middle,2
129970,tt2859584,"Farewell, Herr Schwarz","Heye Shalom, Peter Schwarz",2014.0,96.0,Documentary,7.4,63,high,7
72060,tt0461336,Private Pérez,Salvando al Soldado Pérez,2011.0,105.0,Comedy,5.9,1981,middle,5
44348,tt0119204,The Glassblower's Children,Glasblåsarns barn,1998.0,110.0,Drama,6.2,1395,middle,8
61512,tt0289778,T-Shirt Travels,T-Shirt Travels,2001.0,60.0,Documentary,7.8,24,high,7
11079,tt0035631,The Amazing Mrs. Holliday,The Amazing Mrs. Holliday,1943.0,96.0,Drama,6.4,387,middle,8
152404,tt6086350,Tubby Hayes: A Man in a Hurry,Tubby Hayes: A Man in a Hurry,2015.0,55.0,Music,7.3,19,high,15
76397,tt0853222,Wet Dreams,Wet Dreams,2006.0,69.0,Documentary,7.3,18,high,7
6449,tt0026912,The Raven,The Raven,1935.0,61.0,Crime,6.8,6556,high,6
76771,tt0880578,Untraceable,Untraceable,2008.0,101.0,Crime,6.2,52460,middle,6
78716,tt10052290,Faustina: Love and Mercy,Milosc i milosierdzie,2019.0,107.0,Drama,6.3,211,middle,8
90813,tt1268158,1 Day,1 Day,2009.0,102.0,Drama,4.5,585,middle,8
159565,tt7505896,Stolen Innocence: India's Untold Story of Human Trafficking,Stolen Innocence: India's Untold Story of Human Trafficking,2017.0,88.0,Documentary,8.8,6,high,7
28123,tt0072932,Emilienne & Nicole,Emilienne,1975.0,95.0,Drama,4.8,192,middle,8
65871,tt0358717,Girl Boss Revenge: Sukeban,Sukeban,1973.0,86.0,Thriller,6.4,321,middle,24
7906,tt0029591,It Was I,Sono stato io!,1937.0,72.0,Comedy,6.5,41,middle,5
139242,tt3917710,The Baker,The Baker,2022.0,104.0,Drama,5.8,1583,middle,8
82210,tt10740928,The Estate,The Estate,2020.0,85.0,Thriller,4.7,418,middle,24
130517,tt2916954,Once Is Enough,Once Is Enough,2013.0,95.0,Fantasy,8.8,18,high,10
19416,tt0053098,Wild Youth,Wild Youth,1960.0,73.0,Action,5.0,136,middle,0
34843,tt0091902,White Slave,Schiave bianche - Violenza in Amazzonia,1985.0,90.0,Horror,4.7,2040,middle,14
43459,tt0116696,Jerusalem,Jerusalem,1996.0,168.0,Drama,6.9,1556,high,8
128241,tt27373349,Christmas with the Knightlys,Christmas with the Knightlys,2023.0,93.81829253746335,Romance,7.5,34,high,20
20004,tt0054367,Tall Story,Tall Story,1960.0,91.0,Comedy,5.9,1228,middle,5
100482,tt14821184,Thana Sadar,Thana Sadar,2021.0,117.0,Action,7.0,80,high,0
14671,tt0042588,I Was a Shoplifter,I Was a Shoplifter,1950.0,74.0,Film-Noir,6.1,420,middle,11
71350,tt0450488,Requiem of Snow,Marsiyeh barf,2005.0,90.0,Drama,6.7,61,middle,8
4484,tt0022884,The Fighting Champ,The Fighting Champ,1932.0,59.0,Western,5.2,70,middle,26
32185,tt0084272,The Love Butcher,The Love Butcher,1975.0,85.0,Horror,5.8,471,middle,14
136224,tt3545626,The Visitor,The Visitor,2014.0,74.0,Drama,7.0,7,high,8
58591,tt0252591,King of the Doormen,Kapicilar Krali,1976.0,84.0,Drama,8.4,13382,high,8
131287,tt2989692,American Zombieland,Fat Ass Zombies,2020.0,87.0,Comedy,3.0,344,low,5
95900,tt13687770,Fugued Up!,Fugued Up!,2022.0,93.81829253746335,Comedy,7.0,25,high,5
147379,tt5235548,Belly Timber,Belly Timber,2016.0,69.0,Horror,5.3,73,middle,14
41601,tt0110896,Private Lessons: Another Story,Private Lessons: Another Story,1994.0,86.0,Drama,4.2,328,middle,8
69315,tt0416212,The Secret Life of Bees,The Secret Life of Bees,2008.0,114.0,Drama,7.2,27661,high,8
67978,tt0389815,Bragging Rites: The Carolina-Clemson Rivalry,Bragging Rites: The Carolina-Clemson Rivalry,2003.0,75.0,Documentary,8.3,9,high,7
165751,tt9037688,The Castle,Pilis,2020.0,91.0,Drama,6.3,217,middle,8
9306,tt0032176,'Til We Meet Again,'Til We Meet Again,1940.0,99.0,Crime,6.7,704,middle,6
126638,tt2622420,24 Hour Love,24 Hour Love,2013.0,98.0,Drama,3.4,178,middle,8
9516,tt0032572,Haunted House,Haunted House,1940.0,70.0,Drama,5.3,167,middle,8
155685,tt6675482,Hollow: An Interactive Documentary,Hollow: An Interactive Documentary,2013.0,93.81829253746335,Documentary,9.2,8,high,7
167119,tt9414574,TKG: The Kids of Grove,TKG: The Kids of Grove,2020.0,115.0,Thriller,3.0,1536,low,24
30756,tt0080116,Wanda Nevada,Wanda Nevada,1979.0,107.0,Comedy,5.5,1499,middle,5
51809,tt0179463,Silence the Witness,Il testimone deve tacere,1974.0,100.0,Crime,6.4,71,middle,6
32156,tt0084199,Khud-Daar,Khud-Daar,1982.0,169.0,Drama,6.6,462,middle,8
102266,tt15226194,"Gabi, Between Ages 8 and 13","Gabi, 8 till 13 år",2021.0,79.0,Documentary,7.2,162,high,7
12843,tt0038948,Sister Kenny,Sister Kenny,1946.0,116.0,Drama,7.2,1243,high,8
105011,tt1594450,Breaking News,Breaking News,2010.0,75.0,Drama,7.2,51,high,8
11321,tt0036097,Larceny with Music,Larceny with Music,1943.0,64.0,Comedy,6.2,32,middle,5
167739,tt9637132,Samrat Prithviraj,Samrat Prithviraj,2022.0,135.0,History,5.7,53392,middle,13
1186,tt0011907,The Adventures of Sherlock Holmes,The Adventures of Sherlock Holmes,1921.0,93.81829253746335,Drama,4.5,16,middle,8
115903,tt2072977,Gap,Gap,2008.0,93.81829253746335,Horror,2.3,91,low,14
6832,tt0027594,Exclusive Story,Exclusive Story,1936.0,73.0,Drama,6.0,190,middle,8
115825,tt2070874,This Thing with Sarah,This Thing with Sarah,2013.0,80.0,Drama,5.7,418,middle,8
93472,tt13249412,Shaadi Mubarak,Shaadi Mubarak,2021.0,136.0,Comedy,6.9,710,high,5
160575,tt7713068,Birds of Prey,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020.0,109.0,Crime,6.1,260830,middle,6
52350,tt0183808,Spanish Judges,Spanish Judges,2000.0,98.0,Drama,4.9,612,middle,8
110679,tt1821489,The Art of Seduction,L'art de séduire,2011.0,84.0,Romance,5.8,166,middle,20
1648,tt0014411,"Robin Hood, Jr.","Robin Hood, Jr.",1923.0,93.81829253746335,Adventure,2.6,30,low,2
141457,tt4269950,The Same Difference,The Same Difference,2015.0,78.0,Documentary,7.1,35,high,7
44265,tt0119014,Down for the Barrio,Down for the Barrio,1996.0,88.0,Crime,3.8,66,middle,6
111604,tt1852028,Minds in the Water,Minds in the Water,2011.0,90.0,Adventure,7.3,57,high,2
50496,tt0166245,Laura's Room,Lauran huone,1988.0,48.0,Comedy,5.5,33,middle,5
82674,tt1084972,Wanted,Wanted,2009.0,147.0,Thriller,6.6,25730,middle,24
118246,tt2152296,A Cigarette for the Road,A Cigarette for the Road,2012.0,93.81829253746335,Romance,7.3,15,high,20
147641,tt5275844,Michael Jackson's Journey from Motown to Off the Wall,Michael Jackson's Journey from Motown to Off the Wall,2016.0,93.0,Music,7.3,2399,high,15
53929,tt0198603,Genghis Khan and His Mongols,Kôgan no misshi,1959.0,100.0,Action,5.5,26,middle,0
54373,tt0202088,The Wandering Dragon,The Wandering Dragon,1981.0,99.0,Drama,6.5,12,middle,8
119609,tt2205599,Satchurated: Live in Montreal,Satchurated: Live in Montreal,2012.0,140.0,Music,8.6,47,high,15
64775,tt0338076,The Gray in Between,The Gray in Between,2002.0,93.81829253746335,Drama,5.6,78,middle,8
148977,tt5537378,Isaac,Izaokas,2019.0,104.0,Drama,7.0,355,high,8
165902,tt9071078,Dragon Hero,Mo ren kuang dao,2001.0,100.0,Drama,5.1,16,middle,8
143017,tt4532404,Marching to Zion,Marching to Zion,2015.0,101.0,History,5.5,1839,middle,13
17811,tt0049425,Rainy Night Duel,Kuro-obi sangokushi,1956.0,96.0,Action,7.8,15,high,0
66567,tt0368287,The Soul of a Man,The Soul of a Man,2003.0,103.0,Biography,7.4,925,high,4
29081,tt0075657,Aliens from Spaceship Earth,Aliens from Spaceship Earth,1977.0,70.0,Sci-Fi,5.9,63,middle,21
26526,tt0069001,Night Call Nurses,Night Call Nurses,1972.0,78.0,Drama,4.5,452,middle,8
71746,tt0455929,Conventioneers,Conventioneers,2005.0,95.0,Comedy,5.7,195,middle,5
153860,tt6298908,Dreamfish,Ryba-mechta,2016.0,80.0,Comedy,6.2,89,middle,5
166763,tt9307666,Ave Maryam,Ave Maryam,2018.0,85.0,Romance,6.8,548,high,20
43571,tt0116976,Man of Her Dreams,Man of Her Dreams,1997.0,94.0,Drama,5.0,202,middle,8
9014,tt0031661,Missing Daughters,Missing Daughters,1939.0,59.0,Crime,5.8,24,middle,6
3792,tt0021400,Son of the Gods,Son of the Gods,1930.0,93.0,Romance,5.7,258,middle,20
52022,tt0181077,Treasure of Tayopa,Treasure of Tayopa,1974.0,90.0,Adventure,3.0,128,low,2
108901,tt1744833,Beyond Life,Beyond Life,2010.0,88.0,Documentary,5.8,9,middle,7
86321,tt1159485,The Butterfly,The Butterfly,2007.0,85.0,Drama,6.6,33,middle,8
60383,tt0277954,Pets to the Rescue,Pets to the Rescue,2002.0,82.0,Comedy,4.8,89,middle,5
122518,tt2341644,The Well,Manto acuífero,2013.0,79.0,Drama,5.9,75,middle,8
108304,tt1722454,Scarlet Rain,Scarlet Rain,2010.0,74.0,Horror,7.0,33,high,14
139968,tt4065340,Arthur & Merlin,Arthur & Merlin,2015.0,100.0,Adventure,4.3,1518,middle,2
41028,tt0109363,Seeking the Cafe Bob,Seeking the Cafe Bob,1995.0,93.81829253746335,Comedy,7.2,31,high,5
88133,tt11991132,Kamali from Nadukkaveri,Kamali from Nadukkaveri,2021.0,147.0,Drama,7.5,1379,high,8
101688,tt1510940,The Gray Area,The Gray Area,2010.0,95.0,Drama,7.0,12,high,8
141401,tt4262174,First Girl I Loved,First Girl I Loved,2016.0,90.0,Romance,6.1,3988,middle,20
145017,tt4874298,Madly,Madly,2016.0,106.0,Romance,5.5,231,middle,20
106555,tt1651898,King of Chinatown,King of Chinatown,2010.0,62.0,Documentary,5.8,131,middle,7
89900,tt12439210,7 Yards: The Chris Norton Story,7 Yards: The Chris Norton Story,2021.0,93.0,Documentary,7.8,310,high,7
18344,tt0050657,The Love Specialist,La ragazza del palio,1957.0,102.0,Romance,5.9,110,middle,20
87849,tt11920630,Confession,Confession,2022.0,89.0,Drama,6.3,160,middle,8
149299,tt5594608,The Memory of Fish,The Memory of Fish,2016.0,54.0,Documentary,8.0,22,high,7
99744,tt14627004,Not Out,Not Out,2021.0,108.0,Drama,6.2,16,middle,8
13336,tt0039847,Something in the Wind,Something in the Wind,1947.0,94.0,Comedy,6.5,526,middle,5
31921,tt0083527,The Secret of Yolanda,Ahava Ilemeth,1982.0,85.0,Drama,5.5,34,middle,8
103348,tt1545056,Desert Rain,Desert Rain,2011.0,80.0,Comedy,4.5,20,middle,5
135285,tt3445702,1/1,1/1,2018.0,85.0,Drama,6.0,10596,middle,8
135201,tt3432330,Dark Legacy,Dark Legacy,2009.0,71.0,Documentary,6.4,304,middle,7
43130,tt0115861,Shaman,Chamane,1996.0,100.0,Adventure,7.1,295,high,2
42284,tt0113133,Funny Bones,Funny Bones,1995.0,128.0,Drama,6.7,3872,middle,8
150632,tt5806172,Bad Labor,Bad Labor,2018.0,86.0,Action,6.3,10,middle,0
49201,tt0156263,The Adventures of Space Baby and Mental Man,The Adventures of Space Baby and Mental Man,2004.0,90.0,Drama,7.7,13,high,8
74781,tt0783681,Paper Dolls,Bubot Niyar,2006.0,80.0,Documentary,7.4,191,high,7
129447,tt28213957,Sharksploitation,Sharksploitation,2023.0,106.0,Documentary,7.1,358,high,7
85980,tt1151918,Natural Causes,Natural Causes,2008.0,91.0,Drama,7.4,31,high,8
90998,tt12724040,Cherry,Cherry,2022.0,76.0,Drama,5.6,234,middle,8
40248,tt0106963,Frauds,Frauds,1993.0,90.0,Crime,5.9,1137,middle,6
17568,tt0048902,Teenage Thunder,Teenage Thunder,1957.0,78.0,Drama,5.3,77,middle,8
102231,tt15220278,I Want to Make a Movie,Quiero hacer una película,2020.0,92.0,Drama,6.0,9,middle,8
159425,tt7475974,Invisible,Nematoma,2019.0,102.0,Thriller,6.6,312,middle,24
81613,tt10626774,Waking Up Dead,Waking Up Dead,2022.0,78.0,Comedy,6.6,79,middle,5
85367,tt11383000,Cannibal Comedian,Cannibal Comedian,2023.0,93.81829253746335,Horror,8.5,65,high,14
10169,tt0033842,The Lone Rider Crosses the Rio,The Lone Rider Crosses the Rio,1941.0,63.0,Drama,5.6,43,middle,8
81155,tt10520386,And They Say I Am the Crazy One,Depois a Louca Sou Eu,2019.0,86.0,Comedy,6.5,726,middle,5
61409,tt0288719,The Lost Steps,Los pasos perdidos,2001.0,93.0,Drama,6.8,116,high,8
47238,tt0135750,Wrongful Curse,Adiki katara,1967.0,152.0,Drama,5.4,53,middle,8
122715,tt2353867,Bully,Bully,2012.0,112.0,Music,6.9,17,high,15
158775,tt7331424,Bare Knuckle Brawler,Bare Knuckle Brawler,2019.0,93.0,Action,4.6,134,middle,0
65351,tt0347884,Road,Road,2005.0,92.0,Drama,6.7,76,middle,8
116952,tt21091484,Civil War Saint,Civil War Saint,2022.0,93.81829253746335,War,4.1,38,middle,25
123810,tt2395004,Bajarí: Gypsy Barcelona,Bajarí,2013.0,94.0,Music,5.8,37,middle,15
11710,tt0036890,Gypsy Wildcat,Gypsy Wildcat,1944.0,77.0,Drama,5.8,192,middle,8
27857,tt0072172,The Sister in Law,The Sister in Law,1974.0,85.0,Drama,4.7,420,middle,8
7545,tt0028932,A Girl with Ideas,A Girl with Ideas,1937.0,70.0,Comedy,5.7,29,middle,5
19663,tt0053672,The Boy and the Pirates,The Boy and the Pirates,1960.0,82.0,Action,5.2,440,middle,0
6926,tt0027769,Human Cargo,Human Cargo,1936.0,66.0,Drama,6.3,201,middle,8
78844,tt1008017,Palermo Shooting,Palermo Shooting,2008.0,124.0,Drama,6.1,3159,middle,8
91936,tt12929770,I Am Not a Hero,I am not a hero,2020.0,73.0,Documentary,7.7,43,high,7
167865,tt9668648,HOMO.SAY.WHAT,Homosaywhat,2019.0,76.0,Documentary,7.8,29,high,7
100624,tt1485694,Crackin' the Code,Crackin' the Code,2009.0,95.0,Comedy,8.5,25,high,5
16460,tt0046269,Salome,Salome,1953.0,103.0,Drama,5.8,2153,middle,8
60430,tt0278610,Orientations: Chris Doyle - Stirred But Not Shaken,Orientations: Chris Doyle - Stirred But Not Shaken,2001.0,52.0,Biography,6.8,47,high,4
17406,tt0048476,Red Fish,Los peces rojos,1955.0,100.0,Crime,7.6,310,high,6
123063,tt2368254,A Private War,A Private War,2018.0,110.0,War,6.7,20771,middle,25
163557,tt8455816,Treasure Island,L'île au trésor,2018.0,97.0,Documentary,6.9,544,high,7
145345,tt4925292,Lady Bird,Lady Bird,2017.0,94.0,Drama,7.4,320480,high,8
61778,tt0292970,Bira! Darna! Bira!,Bira! Darna! Bira!,1979.0,93.81829253746335,Fantasy,6.3,13,middle,10
98455,tt1431326,Superstar,Superstar,2009.0,103.0,Drama,6.0,3472,middle,8
153815,tt6290258,Muhammad Ali: A Life,Muhammad Ali: A Life,2016.0,52.0,Documentary,7.4,26,high,7
44229,tt0118939,Dead Letter Office,Dead Letter Office,1998.0,95.0,Comedy,6.4,458,middle,5
130523,tt2917336,The Dead 2: India,The Dead 2: India,2013.0,98.0,Horror,5.1,2130,middle,14
9989,tt0033510,Dangerous Lady,Dangerous Lady,1941.0,63.0,Crime,5.4,122,middle,6
62038,tt0295860,Araby,Araby,1999.0,93.81829253746335,Drama,8.8,14,high,8
40738,tt0108258,Surf Ninjas,Surf Ninjas,1993.0,87.0,Comedy,5.0,8639,middle,5
131999,tt3074796,For Those Who Can Tell No Tales,For Those Who Can Tell No Tales,2013.0,72.0,Drama,6.4,349,middle,8
19679,tt0053707,The Joy of Living,Che gioia vivere,1961.0,132.0,Comedy,6.5,536,middle,5
144240,tt4729766,The Last Will Be the Last,Gli ultimi saranno ultimi,2015.0,103.0,Drama,6.4,943,middle,8
114436,tt1992111,College Fright Night,College Fright Night,2014.0,93.81829253746335,Horror,5.2,24,middle,14
105365,tt1609145,No One Dies in Lily Dale,No One Dies in Lily Dale,2011.0,90.0,Documentary,5.7,155,middle,7
54471,tt0202501,No Limits,No Limits,1997.0,93.81829253746335,Drama,7.9,12,high,8
101561,tt1508676,Legacy,Legacy,2010.0,93.81829253746335,Thriller,5.9,57,middle,24
61615,tt0291043,Bloody Beach,Haebyeoneuro gada,2000.0,91.0,Mystery,4.8,338,middle,17
22980,tt0060965,Seven Magnificent Guns,7 magnifiche pistole,1966.0,100.0,Adventure,4.8,131,middle,2
138901,tt3868518,e-Virus,e-Virus,2015.0,57.0,Thriller,5.6,10,middle,24
32231,tt0084408,Next of Kin,Next of Kin,1982.0,89.0,Mystery,6.2,4116,middle,17
30559,tt0079613,Natural Enemies,Natural Enemies,1979.0,100.0,Thriller,6.9,359,high,24
144346,tt4761870,Ghostumentary,Ghostumentary,2015.0,108.0,Documentary,5.0,117,middle,7
144793,tt4835894,Middle Man,MiddleMan,2016.0,104.0,Comedy,5.8,869,middle,5
43101,tt0115798,The Cable Guy,The Cable Guy,1996.0,96.0,Drama,6.1,175816,middle,8
148246,tt5374002,The Job,The Job,2017.0,90.0,Action,5.8,588,middle,0
93620,tt13268214,B-Boy Blues,B-Boy Blues,2021.0,103.0,Drama,4.5,648,middle,8
76325,tt0848537,Epic,Epic,2013.0,102.0,Animation,6.6,109141,middle,3
8057,tt0029845,The Affairs of Annabel,The Affairs of Annabel,1938.0,68.0,Comedy,6.1,551,middle,5
105913,tt16294848,Walking On,Walking On,2021.0,77.0,Sport,8.2,8,high,22
64671,tt0336671,The Search,Jostoju,1980.0,85.0,Documentary,7.2,50,high,7
130403,tt2905082,Alex & The List,Alex & The List,2017.0,112.0,Romance,4.6,1433,middle,20
25208,tt0066032,Machismo: 40 Graves for 40 Guns,Machismo: 40 Graves for 40 Guns,1971.0,95.0,Crime,5.4,81,middle,6
80307,tt1037256,Shining Water,Shining Water,2007.0,93.81829253746335,Thriller,7.0,58,high,24
80275,tt1037033,A Complete History of My Sexual Failures,A Complete History of My Sexual Failures,2008.0,90.0,Comedy,6.2,3855,middle,5
23166,tt0061473,The Chinese,La chinoise,1967.0,95.0,Comedy,6.9,8210,high,5
22315,tt0059444,La bugiarda,La bugiarda,1965.0,97.0,Comedy,6.5,76,middle,5
138053,tt3763352,The Crossroads of Angel Sanz Briz,La Encrucijada de Angel Sanz Briz,2016.0,93.0,Biography,8.4,9,high,4
91272,tt1278158,Yanlis Zaman Yolculari,Yanlis Zaman Yolculari,2007.0,134.0,Drama,5.1,79,middle,8
31577,tt0082465,Freddie of the Jungle,Gorilas a todo ritmo,1981.0,82.0,Action,5.1,33,middle,0
89410,tt1232824,Into Temptation,Into Temptation,2009.0,95.0,Drama,6.4,884,middle,8
109891,tt1784522,Lionel,Lionel,2010.0,86.0,Family,6.4,12,middle,9
135668,tt3483708,Game Show Dynamos,Game Show Dynamos,2015.0,55.0,Comedy,7.5,63,high,5
18007,tt0049871,A Town Like Alice,A Town Like Alice,1956.0,117.0,Drama,7.2,1867,high,8
74337,tt0757874,If You Were Me 2,Daseot gae ui shiseon,2006.0,112.0,Drama,6.5,61,middle,8
106562,tt1652333,Prayer to a Vengeful God,Prayer to a Vengeful God,2010.0,93.0,Mystery,7.3,60,high,17
42987,tt0115466,"Goodbye, Father","Adeus, Pai",1996.0,85.0,Drama,7.0,580,high,8
115340,tt2043880,Lost in Paradise,"Hot Boy Noi Loan va Cau Chuyen ve Thang Cuoi, Co Gai Diem va Con Vit",2011.0,103.0,Romance,6.6,751,middle,20
119509,tt2201760,Finding Faith,Finding Faith,2013.0,104.0,Family,6.1,183,middle,9
49156,tt0155768,Jack: The Last Kennedy Film,Jack: The Last Kennedy Film,1993.0,93.81829253746335,Drama,7.6,21,high,8
139428,tt3958098,Sand Dollars,Dólares de arena,2014.0,84.0,Drama,5.9,548,middle,8
52758,tt0187330,Unruly,Méditerranées,1999.0,100.0,Crime,4.6,509,middle,6
46099,tt0126651,Little Saints,Santitos,1999.0,105.0,Comedy,6.6,574,middle,5
98929,tt1442308,Out on Parole,Out on Parole,2009.0,93.81829253746335,Comedy,8.7,15,high,5
79138,tt1014799,Holy Wars,Holy Wars,2010.0,84.0,Documentary,7.3,166,high,7
83337,tt10969598,The Leadership,The Leadership,2020.0,97.0,Biography,5.9,47,middle,4
11552,tt0036578,Abroad with Two Yanks,Abroad with Two Yanks,1944.0,80.0,Adventure,6.2,95,middle,2
152557,tt6100508,Alma,Alma,2021.0,94.0,Drama,4.9,54,middle,8
25849,tt0067512,L'occhio del ragno,L'occhio del ragno,1971.0,94.0,Drama,4.9,108,middle,8
120289,tt2238470,The Stranger,The Stranger,2014.0,93.0,Drama,4.9,3076,middle,8
120066,tt2229377,Enter the Dangerous Mind,Enter the Dangerous Mind,2013.0,88.0,Thriller,5.1,1129,middle,24
98099,tt1422675,Ju-on: White Ghost,Ju-on: Shiroi rôjo,2009.0,61.0,Horror,5.8,2490,middle,14
148851,tt5514606,My Technicolor Girl,Yume no hito,2016.0,71.0,Drama,6.2,8,middle,8
144276,tt4736550,The Great Hack,The Great Hack,2019.0,114.0,History,7.0,24824,high,13
168434,tt9839636,The Perfect Wedding,Vu Quy Dai Nao,2019.0,110.0,Romance,5.8,63,middle,20
48846,tt0151240,Smell and Smile,Kompot Na'alyim,1985.0,90.0,Comedy,4.4,37,middle,5
43818,tt0117675,Snow,Snow,1998.0,81.0,Drama,7.0,25,high,8
64848,tt0338791,The Black Magic,The Black Magic,2002.0,91.0,Horror,3.1,138,low,14
86040,tt11529668,Divorce Denied,Mesuravot,2019.0,60.0,Documentary,6.7,8,middle,7
6023,tt0026082,The Arizonian,The Arizonian,1935.0,75.0,Western,6.8,197,high,26
110971,tt1828959,Make Your Move,Make Your Move,2013.0,110.0,Drama,5.5,3327,middle,8
122966,tt2363516,In-Between Days,Dui Dhuranir Golpo,2012.0,58.0,Documentary,7.6,13,high,7
135197,tt3431598,12 Citizens,Shi'er gongmin,2014.0,108.0,Drama,7.0,937,high,8
63405,tt0315459,Dallas 362,Dallas 362,2003.0,100.0,Drama,5.9,1197,middle,8
